,Sentences
1010,"Table S1 : The genomic information of latest SARS-CoV-2 strains

Author Contributions: Conceptualization, L.X., Y.W"
1011,"Chinese health authorities have taken prompt public health measures, including intensive surveillance, epidemiological investigations, and closure of the market on 1 January, 2020 ( Figure 1 ).

On 9 January, 2020, the Chinese Government reported that the cause of the outbreak was a novel coronavirus, recently named SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) [2], and was responsible for a disease defined COVID-19 (novel coronavirus disease 2019)"
1012,"SARS-CoV-2 was found to be a β-Coronavirus of group 2B with at least 70% similarity in genetic sequence to SARS-CoV-1, but sufficiently divergent to be considered a new human-infecting betacoronavirus (Table 1 ) [4] "
1013,"It is highly probable that genome differences between SARS-CoV-1 and SARS-CoV-2 could be responsible for the different functionality and pathogenesis; thus, further studies could significantly help to solve this gap"
1014,"The genetic sequence of the SARS-CoV-2 has been shared on 10 January, 2020, in order to allow the production of specific diagnostic PCR tests in different countries for detecting the novel infection [5] .

The evident convergence between SARS-CoV-2 and bat coronavirus (at least 96% identical at the wholegenome level) seems to suggest that bats could be the original host [6] "
1015,"A possible role of civets, snakes, and pangolins is not excluded as potential intermediate hosts, and it is clear that tracking the path of the virus could be crucial for preventing further exposure and outbreaks in the future.

The SARS-CoV-2 RNA sequences have been found to have limited variability and the estimated mutation rates in coronavirus, which SARS-CoV-2 phylogenetically links to, are moderate to high, compared to the others in the category of single-stranded RNA viruses [7] "
1016,"However, an accurate measure of the mutation rate for SARS-CoV-2 has not been calculated and the evaluation of its genetic evolution over time could have important implications for strategic planning in the prevention, as well as in the development of vaccines and antibodies-based therapies.

Another important key point is the role of humoral immunity that, as for other coronavirus, might not be strong or long-lasting enough to keep patients safe from contracting the disease again.

After infection occurred, incubation has been estimated to vary from 5 to 6 days, with a range of up to 14 days [8]"
1017,"Moreover, there are evidences that SARS-CoV-2 appears to have been transmitted during the incubation period of patients in whom the illness was brief and nonspecific, whereas the detection of SARS-CoV-2 with a high viral load in the sputum of convalescent patients arouse concern about prolonged shedding of the virus after recovery [10] .

In symptomatic COVID-19 patients, illness may evolve over the course of a week or longer, beginning with mild symptoms that progress (in some cases) to the point of dyspnea and shock [11] "
1018,"Moreover, fatality rates seem to be decreasing over time (15.6%, 1-10 January, 2020; 5.7%, 11-20 January, 2020; 1.9%, 21-31 January, 2020; 0.8% after 1 February, 2020) although this finding could be due to the increasing detection of ""mild"" cases in the general population or to a better management of the disease [14] .

Unfortunately, to date, there are no vaccines against SARS-CoV-2, and there is the awareness that several months may be required to undergo extensive testing, and determine vaccine safety and efficacy before a potential wide use"
1019,"However, many doubts about the new coronavirus remain, whereas there is the conviction that finding and sharing answers to these questions could represent a major challenge for public health control of a possible global SARS-CoV-2 outbreak"
1020,"Emergence of SARS-CoV-2 into the human population likely occurred in mid-November 2019 [16] .

Virus phylogenesis SARS-CoV-2 is genetically very close to SARS-CoV, but sufficiently divergent to be considered a new human-infecting betacoronavirus [4] .

Genome differences between SARS-CoV and SARS-CoV-2 could be responsible for the different functionality and pathogenesis.

Virus hosts SARS-CoV-2 is 96% identical at the wholegenome level to a bat coronavirus [4] .

Cat civets, snakes, and pangolins are indicated as potential intermediate hosts.

Tracking the path of the virus could be crucial for preventing further exposure and outbreaks in the future.

The SARS-CoV-2 RNA sequences have limited variability and the estimated mutation rates in coronavirus, which SARS-CoV-2 phylogenetically links to, are moderate to high compared to the others in the category of ssRNA viruses [7] "
1021,"How SARS-CoV-2 evolves over time could have important implications for both strategic planning in public health interventions, prevention of, and development of vaccines and antibodies.

On inanimate surfaces, human coronaviruses can remain infectious for up to 9 days"
1022,"A surface disinfection with 0.1% sodium hypochlorite, 0.5% hydrogen peroxide, or 62%-71% ethanol can be regarded as effective against coronaviruses within 1 min [15, 17] .

Virus spreading to human SARS-CoV-2 spreads from person-to-person via respiratory droplets (coughs or sneezes) and possibly also via contaminated hands or surfaces"
1023,The detection of SARS-CoV-2 and a high sputum viral load in a convalescent patient arouse concern about prolonged shedding of SARS-CoV-2 after recovery [10] 
1024,"There are evidences that SARS-CoV-2 appears to have been transmitted during the incubation period of a patient, in whom the illness was brief and nonspecific [10] .

The fact that asymptomatic persons are potential sources of SARS-CoV-2 infection may warrant a reassessment of transmission dynamics of the current outbreak.

In symptomatic patients, illness may evolve over the course of a week or longer, beginning with mild symptoms that progress (in some cases) to the point of dyspnea and shock [11] "
1025,"Face masks do not seem to be as effective in protecting those who are not infected, and wearing a mask could be useful only when taking care of a person with suspected COVID-19 [20] .

There are currently no vaccines against coronaviruses, including SARS-CoV-2.

Various vaccine strategies against coronavirus, such as using inactivated viruses, live-attenuated viruses, viral vectorbased vaccines, subunit vaccines, and recombinant proteins are under evaluation"
1026,"However, several months may be required to undergo extensive testing to determine its safety and efficacy and before it can be widely used [21] .

At present, there is no single specific antiviral therapy for SARS-CoV-2 and the main treatments are supportive care (e.g., supportive therapy and monitoringoxygen therapy and fluid management)"
1027,"A novel coronavirus (severe acute respiratory syndrome coronavirus 2, SARS-CoV-2) causing a cluster of respiratory infections (coronavirus disease 2019, in Wuhan, China, was identified on 7 January 2020"
1028,"Effective collaboration between all parties involved in the surveillance and response to emerging threats is required to detect imported cases early and to implement adequate control measures.

A novel coronavirus (severe acute respiratory syndrome coronavirus 2, SARS-CoV-2) causing a cluster of respiratory infections (coronavirus disease 2019, in Wuhan, China, was identified on 7 January 2020 [1] "
1029,"From 20 January, the number of notifications of cases rose dramatically, and as at 12 February 2020, 45,179 cases of SARS-CoV-2 have been confirmed, including 1,116 deaths [2] "
1030,"Data are entered into the secure web-based application Voozanoo (Epiconcept, Paris).

Possible cases have to be hospitalised, isolated and cared for in one of the 38 French referral hospitals designated by the Ministry of Health, according to the guidelines for the management of patients with Middle East respiratory syndrome (MERS) [3] .

For each possible case, respiratory samples from the upper respiratory tract (nasopharyngeal swabs or aspirates) and when possible from the lower respiratory tract (bronchoalveolar lavage fluid, when indicated, or induced sputum) are collected and sent to one of the laboratories accredited to perform SARS-CoV-2-specific real-time RT-PCR"
